TEAM,NAME,POSITION,YEAR,STARS
Hawaii,Zacchaeus McKinney,DL,4,6
Hawaii,Derek Thomas,DL,4,6
Hawaii,John Tuitupou,DL,4,6
Hawaii,Blessman Taala,DL,4,6
Hawaii,Justus Tavai,DL,4,6
Hawaii,DJuan Matthews,DL,4,6
Hawaii,Mason Mataafa,DL,4,5
Hawaii,Jonah Laulu,DL,3,6
Hawaii,Otay Baker,DL,3,5
Hawaii,Mark Blocker,DL,2,5
Hawaii,Ezra Evaimalo,DL,1,5
Hawaii,Adam Stack,K,3,7
Hawaii,Matthew Shipley,K,2,6
Hawaii,Penei Pavihi,LB,4,6
Hawaii,Logan Taylor,LB,4,5
Hawaii,Darius Muasau,LB,3,7
Hawaii,Isaiah Tufaga,LB,3,6
Hawaii,Andrew Choi,LB,3,6
Hawaii,Zach Ritner,LB,3,5
Hawaii,Jonah K-Welch,LB,3,5
Hawaii,Josh Bertholotte,LB,1,5
Hawaii,Riley Wilson,LB,1,5
Hawaii,Ilm Manning,OL,4,7
Hawaii,Gene Pryor,OL,4,7
Hawaii,Kohl Levao,OL,4,7
Hawaii,Solo Vaipulu,OL,4,6
Hawaii,Micah Vanterpool,OL,4,6
Hawaii,Austin Hopp,OL,4,6
Hawaii,Stephan Bernal-Wendt,OL,4,5
Hawaii,Eliki Tanuvasa,OL,3,5
Hawaii,Kauka Umiamaka,OL,2,5
Hawaii,Zhen Sotelo,OL,1,5
Hawaii,Maurice Taala,OL,1,5
Hawaii,Chevan Cordeiro,QB,3,6
Hawaii,Armani Edden,QB,3,5
Hawaii,Brayden Schager,QB,1,5
Hawaii,Dior Scott,RB,4,5
Hawaii,Dedrick Parson,RB,3,6
Hawaii,Steven Fiso,RB,3,5
Hawaii,James Phillips,RB,3,5
Hawaii,Dae DaeHunter,RB,2,7
Hawaii,Solo Turner,RB,2,5
Hawaii,Jordan Johnson,RB,1,5
Hawaii,Khoury Bethley,S,4,7
Hawaii,Eugene Ford,S,4,6
Hawaii,Chima Azunna,S,4,6
Hawaii,Quentin Frazier,S,4,6
Hawaii,Hugh Nelson,S,3,6
Hawaii,Donovan Dalton,S,3,6
Hawaii,Kai Kaneshiro,S,3,6
Hawaii,Hekili Keliiliki,TE,4,5
Hawaii,Caleb Phillips,TE,4,5
Hawaii,Calvin Turner,WR,4,7
Hawaii,Aaron Cephus,WR,4,6
Hawaii,Jared Smart,WR,4,6
Hawaii,Zion Bowens,WR,4,5
Hawaii,Nick Mardner,WR,3,7
Hawaii,Tru Edwards,WR,3,5
Hawaii,Jonah Panoke,WR,2,5
Hawaii,Jalen Walthall,WR,1,5
Hawaii,Koali Nishigaya,WR,1,5
Houston,Marcus Jones,CB,4,7
Houston,Damarion Williams,CB,4,7
Houston,Shaun Lewis,CB,3,7
Houston,Jayce Rogers,CB,3,7
Houston,Alex Hogan,CB,3,7
Houston,Art Green,CB,3,7
Houston,Jalen Emery,CB,1,6
Houston,David Anenih,DL,4,7
Houston,Jamykal Neal,DL,3,7
Houston,Latrell Bankston,DL,3,7
Houston,Derek Parish,DL,3,7
Houston,Atlias Bell,DL,3,7
Houston,DAnthony Jones,DL,3,7
Houston,Logan Hall,DL,3,7
Houston,Sedrick Williams,DL,3,7
Houston,Nelson Ceasar,DL,1,7
Houston,Chidozie Nwankwo,DL,1,7
Houston,Garfield Lawrence,DL,1,6
Houston,Justin Beadles,DL,1,6
Houston,Dalton Witherspoon,K,4,7
Houston,Laine Wilkins,K,1,6
Houston,JoVanni Stewart,LB,4,7
Houston,Deontay Anderson,LB,4,7
Houston,Jordan Carmouche,LB,3,7
Houston,Amaud Willis-Dalton,LB,3,7
Houston,Malik Robinson,LB,3,7
Houston,Donavan Mutin,LB,3,7
Houston,Elijah Gooden,LB,3,6
Houston,Mannie Nunnery,LB,1,7
Houston,Jalen Garner,LB,1,6
Houston,Dennis Bardwell,OL,4,7
Houston,Kody Russey,OL,4,7
Houston,Keenan Murphy,OL,4,7
Houston,Jordan Boatman,OL,3,6
Houston,Jack Freeman,OL,2,7
Houston,Tank Jenkins,OL,2,7
Houston,Reuben Unije,OL,2,7
Houston,Max Banes,OL,2,7
Houston,Patrick Paul,OL,1,7
Houston,Chayse Todd,OL,1,6
Houston,CamRon Johnson,OL,1,6
Houston,Derek Bowman,OL,1,6
Houston,Ike Ogbogu,QB,3,7
Houston,Clayton Tune,QB,3,7
Houston,Sofian Massoud,QB,1,6
Houston,Maddox Kopp,QB,1,6
Houston,Mulbah Car,RB,4,7
Houston,Chandler Smith,RB,4,7
Houston,TaZhawn Henry,RB,3,7
Houston,Kelan Walker,RB,2,7
Houston,Alton McCaskill,RB,1,7
Houston,Gleson Sprewell,S,4,7
Houston,Thabo Mwaniki,S,3,7
Houston,Gervarrius Owens,S,3,7
Houston,Hasaan Hypolite,S,2,7
Houston,Garrison Vaughn,S,2,6
Houston,Mark Wilson,S,1,7
Houston,Shane Creamer,TE,4,7
Houston,Parker Eichenberger,TE,4,7
Houston,Seth Green,TE,4,7
Houston,Christian Trahan,TE,3,7
Houston,Jake Herslow,WR,4,7
Houston,Jaylen Erwin,WR,4,7
Houston,Jeremy Singleton,WR,3,7
Houston,KeSean Carter,WR,3,7
Houston,Nathaniel Dell,WR,2,7
Houston,Peyton Sawyer,WR,2,6
Houston,KeAndre Street,WR,1,7
Houston,CJ Guidry,WR,1,6
Illinois,Tony Adams,CB,4,7
Illinois,Kendall Smith,CB,4,6
Illinois,Devon Witherspoon,CB,2,9
Illinois,Tahveon Nicholson,CB,1,6
Illinois,Kionte Curry,CB,1,6
Illinois,Daniel Edwards,CB,1,6
Illinois,Tyler Strain,CB,1,6
Illinois,Jamal Woods,DL,4,7
Illinois,Owen Carney,DL,4,7
Illinois,Isaiah Gay,DL,4,7
Illinois,Roderick Perry,DL,4,7
Illinois,Verdis Brown,DL,2,7
Illinois,Alec Bryant,DL,2,7
Illinois,Ezekiel Holmes,DL,2,6
Illinois,JerZhan Newton,DL,1,7
Illinois,Keith Randolph,DL,1,7
Illinois,Seth Coleman,DL,1,7
Illinois,Sed McConnell,DL,1,6
Illinois,DJ Johnson,DL,1,6
Illinois,Shammond Cooper,DL,1,6
Illinois,Blake Hayes,K,4,7
Illinois,James McCourt,K,4,7
Illinois,Caleb Griffin,K,2,7
Illinois,Hugh Robertson,K,1,6
Illinois,Jake Hansen,LB,4,7
Illinois,Calvin Hart,LB,4,7
Illinois,Khalan Tolson,LB,3,7
Illinois,Tarique Barnes,LB,2,6
Illinois,Kenenna Odeluga,LB,1,6
Illinois,Alex Palczewski,OL,4,7
Illinois,Vederian Lowe,OL,4,7
Illinois,Doug Kramer,OL,4,7
Illinois,Jack Badovinac,OL,4,7
Illinois,Blake Jeresaty,OL,4,7
Illinois,Jordyn Slaughter,OL,4,6
Illinois,Alex Pihlstrom,OL,3,6
Illinois,Julian Pearl,OL,2,7
Illinois,Moses Okpala,OL,1,7
Illinois,Josh Gesky,OL,1,6
Illinois,Brody Wisecarver,OL,1,6
Illinois,Evan Kirts,OL,1,6
Illinois,Zachary Barlev,OL,1,6
Illinois,Josh Plohr,OL,1,6
Illinois,Tommy Cronin,OL,1,6
Illinois,Josh Kreutz,OL,1,6
Illinois,Brandon Peters,QB,4,7
Illinois,Artur Sitkowski,QB,2,6
Illinois,Samari Collier,QB,1,6
Illinois,Chase Brown,RB,2,7
Illinois,Josh McCray,RB,1,7
Illinois,Reggie Love,RB,1,6
Illinois,Prather Hudson,S,4,6
Illinois,Sydney Brown,S,3,7
Illinois,Kerby Joseph,S,3,7
Illinois,Jartavius Martin,S,3,7
Illinois,Eddie Smith,S,2,6
Illinois,Joriell Washington,S,1,6
Illinois,Prince Green,S,1,6
Illinois,Luke Ford,TE,3,7
Illinois,Daniel Barker,TE,3,7
Illinois,Tip Reiman,TE,1,6
Illinois,Donny Navarro,WR,4,7
Illinois,Carlos Sandy,WR,3,6
Illinois,Casey Washington,WR,2,6
Illinois,Dalevon Campbell,WR,2,6
Illinois,Isaiah Williams,WR,1,7
Illinois,Deuce Spann,WR,1,6
Illinois,Miles Scott,WR,1,6
Illinois,Pat Bryant,WR,1,6
Indiana,Jaylin Williams,CB,4,7
Indiana,Reese Taylor,CB,4,7
Indiana,Tiawan Mullen,CB,3,7
Indiana,Noah Pierre,CB,3,6
Indiana,Christopher Keys,CB,2,7
Indiana,Larry Smith,CB,1,6
Indiana,Lem Watley-Neely,CB,1,6
Indiana,Ryder Anderson,DL,4,7
Indiana,Alfred Bryant,DL,4,7
Indiana,Weston Kramer,DL,4,7
Indiana,Demarcus Elliott,DL,4,7
Indiana,DK Bonhomme,DL,3,7
Indiana,Jaren Handy,DL,3,7
Indiana,Sio Nofoagatotoa,DL,3,6
Indiana,Beau Robbins,DL,2,7
Indiana,CJ Person,DL,2,6
Indiana,Cooper Jones,DL,1,6
Indiana,Charles Campbell,K,3,7
Indiana,James Evans,K,1,6
Indiana,Cam Jones,LB,4,7
Indiana,Micah McFadden,LB,4,7
Indiana,Aaron Casey,LB,3,7
Indiana,James Miller,LB,3,7
Indiana,Cameron Williams,LB,2,7
Indiana,Ty Wise,LB,1,6
Indiana,Dylan Powell,OL,4,7
Indiana,Luke Haggard,OL,4,7
Indiana,Caleb Jones,OL,4,7
Indiana,Matthew Bedford,OL,3,7
Indiana,Aidan Rafferty,OL,3,6
Indiana,Charlie OConnor,OL,3,6
Indiana,Zach Carpenter,OL,2,6
Indiana,Tim Weaver,OL,2,6
Indiana,Mike Katic,OL,2,6
Indiana,Joshua Sales,OL,1,7
Indiana,Vinny Fiacable,OL,1,6
Indiana,Brady Feeney,OL,1,6
Indiana,Randy Holtz,OL,1,6
Indiana,Cameron Knight,OL,1,6
Indiana,Jack Tuttle,QB,3,7
Indiana,Brendan Henderson,QB,2,6
Indiana,Donaven McCulley,QB,1,7
Indiana,Stephen Carr,RB,4,7
Indiana,Davion E-Poindexter,RB,3,6
Indiana,Chris Childers,RB,3,6
Indiana,David Holloman,RB,1,6
Indiana,Trent Howland,RB,1,6
Indiana,Bryant Fitzgerald,S,4,7
Indiana,Raheem Layne,S,4,7
Indiana,Devon Matthews,S,4,7
Indiana,Juwan Burgess,S,4,7
Indiana,Marcelino McCrary-Ball,S,4,7
Indiana,Josh Sanguinetti,S,2,7
Indiana,Bryson Bonds,S,2,6
Indiana,Maurice Freeman,S,1,6
Indiana,Jordan Grier,S,1,6
Indiana,Matt Bjorson,TE,4,7
Indiana,Peyton Hendershot,TE,4,7
Indiana,AJ Barner,TE,2,6
Indiana,Aaron Steinfeldt,TE,1,6
Indiana,Ty Fryfogle,WR,4,7
Indiana,DJ Matthews,WR,4,7
Indiana,Jacolby Hewitt,WR,3,7
Indiana,Miles Marshall,WR,3,7
Indiana,Javon Swinton,WR,2,7
Indiana,McCall Ray,WR,2,6
Indiana,Jordyn Williams,WR,1,6
Indiana,Jaquez Smith,WR,1,6
Indiana,Malachi Holt-Bennett,WR,1,6
Iowa,Matt Hankins,CB,4,8
Iowa,Riley Moss,CB,4,8
Iowa,Terry Roberts,CB,3,6
Iowa,Jermari Harris,CB,2,6
Iowa,Brenden Deasfernandes,CB,1,6
Iowa,AJ Lawson,CB,1,6
Iowa,Zach VanValkenburg,DL,4,7
Iowa,Noah Shannon,DL,3,7
Iowa,John Waggoner,DL,3,7
Iowa,Joe Evans,DL,3,7
Iowa,Logan Lee,DL,2,7
Iowa,Chris Reames,DL,2,6
Iowa,Lukas VanNess,DL,1,7
Iowa,Deontae Craig,DL,1,7
Iowa,Yahya Black,DL,1,7
Iowa,Ethan Hurkett,DL,1,6
Iowa,Isaiah Bruce,DL,1,6
Iowa,Logan Jones,DL,1,6
Iowa,Caleb Shudak,K,4,8
Iowa,Tory Taylor,K,2,8
Iowa,Aaron Blom,K,1,6
Iowa,Jack Campbell,LB,3,8
Iowa,Seth Benson,LB,3,8
Iowa,Jay Higgins,LB,2,7
Iowa,Kyler Fisher,LB,2,7
Iowa,Jestin Jacobs,LB,2,7
Iowa,Justice Sullivan,LB,1,6
Iowa,Jaden Harrell,LB,1,6
Iowa,Kyler Schott,OL,4,8
Iowa,Tyler Linderbaum,OL,3,8
Iowa,Jack Plumb,OL,3,7
Iowa,Cody Ince,OL,3,7
Iowa,Matt Fagan,OL,3,6
Iowa,Justin Britt,OL,2,7
Iowa,Nick DeJong,OL,2,7
Iowa,Mason Richman,OL,1,7
Iowa,Tyler Elsbury,OL,1,7
Iowa,Connor Colby,OL,1,7
Iowa,David Davidkov,OL,1,6
Iowa,Josh Volk,OL,1,6
Iowa,Michael Myslinski,OL,1,6
Iowa,Spencer Petras,QB,3,7
Iowa,Alex Padilla,QB,2,7
Iowa,Deuce Hogan,QB,1,6
Iowa,Ivory Kelly-Martin,RB,4,8
Iowa,Tyler Goodson,RB,3,8
Iowa,Turner Pallissard,RB,3,7
Iowa,Monte Pottebaum,RB,3,7
Iowa,Leshon Williams,RB,1,7
Iowa,Gavin Williams,RB,1,7
Iowa,Deavin Hilson,RB,1,6
Iowa,Jack Koerner,S,4,8
Iowa,Dane Belton,S,3,8
Iowa,Kaevon Merriweather,S,3,7
Iowa,Sebastian Castro,S,2,6
Iowa,Quinn Schulte,S,2,6
Iowa,Reggie Bracy,S,2,6
Iowa,Cooper DeJean,S,2,8
Iowa,Sam LaPorta,TE,3,9
Iowa,Luke Lachey,TE,1,7
Iowa,Elijah Yelverton,TE,1,7
Iowa,Charlie Jones,WR,4,7
Iowa,Nico Ragaini,WR,3,8
Iowa,Tyrone Tracy,WR,3,7
Iowa,Desmond Hutson,WR,2,6
Iowa,Jackson Ritter,WR,2,6
Iowa,Keagan Johnson,WR,1,7
Iowa,Diante Vines,WR,1,6
Iowa,Arland Bruce,WR,1,6
Iowa State,Anthony Johnson,CB,4,8
Iowa State,Datrone Young,CB,4,7
Iowa State,Tayvonn Kyle,CB,3,7
Iowa State,DJ Miller,CB,3,7
Iowa State,TJ Tampa,CB,2,6
Iowa State,Myles Purchase,CB,1,6
Iowa State,Eyioma Uwazurike,DL,4,8
Iowa State,Zach Petersen,DL,4,8
Iowa State,Will McDonald,DL,3,8
Iowa State,Isaiah Lee,DL,3,7
Iowa State,Tucker Robertson,DL,3,7
Iowa State,JR Singleton,DL,1,7
Iowa State,Corey Suttle,DL,1,7
Iowa State,Johnny Wilson,DL,1,7
Iowa State,Blake Peterson,DL,1,7
Iowa State,Howard Brown,DL,1,6
Iowa State,Connor Assalley,K,4,8
Iowa State,Corey Dunn,K,4,7
Iowa State,Jake Hummel,LB,4,8
Iowa State,Orien Vance,LB,4,8
Iowa State,Mike Rose,LB,4,8
Iowa State,Gerry Vaughn,LB,3,7
Iowa State,Aric Horne,LB,2,7
Iowa State,DaeShawn Davis,LB,2,7
Iowa State,Cole Pederson,LB,2,7
Iowa State,Carston Marshall,LB,1,6
Iowa State,Colin Newell,OL,4,8
Iowa State,Derek Schweiger,OL,4,8
Iowa State,Sean Foster,OL,4,7
Iowa State,Trevor Downing,OL,3,8
Iowa State,Joey Ramos,OL,3,7
Iowa State,Jake Remsburg,OL,2,8
Iowa State,Darrell Simmons,OL,2,7
Iowa State,Jarrod Hufford,OL,2,7
Iowa State,Tyler Miller,OL,1,7
Iowa State,Tyler Maro,OL,1,7
Iowa State,Hayden Pauls,OL,1,7
Iowa State,Sam Rengert,OL,1,6
Iowa State,Jim Bonifas,OL,1,6
Iowa State,Dodge Sauser,OL,1,6
Iowa State,Brock Purdy,QB,4,8
Iowa State,Aidan Bouman,QB,2,7
Iowa State,Hunter Dekkers,QB,1,7
Iowa State,Eli Sanders,RB,4,7
Iowa State,Breece Hall,RB,3,8
Iowa State,Jared Rus,RB,3,7
Iowa State,Jirehl Brock,RB,2,7
Iowa State,Deon Silas,RB,1,6
Iowa State,Greg Eisworth,S,4,8
Iowa State,Jaquan Amos,S,4,7
Iowa State,Kym-Mani King,S,3,7
Iowa State,Isheem Young,S,2,8
Iowa State,Craig McDonald,S,1,6
Iowa State,Malik Verdon,S,1,6
Iowa State,Mason Chambers,S,1,6
Iowa State,Beau Freyler,S,1,6
Iowa State,Chase Allen,TE,4,8
Iowa State,Charlie Kolar,TE,4,8
Iowa State,Easton Dean,TE,1,7
Iowa State,Tyler Moore,TE,1,7
Iowa State,Tarique Milton,WR,4,8
Iowa State,Darren Wilson,WR,4,7
Iowa State,Xavier Hutchinson,WR,3,8
Iowa State,Sean Shaw,WR,3,7
Iowa State,Joe Scates,WR,3,7
Iowa State,Ezeriah Anderson,WR,2,6
Iowa State,Darien Porter,WR,2,6
Iowa State,Daniel Jackson,WR,1,7
Iowa State,Jaylin Noel,WR,1,6
Kansas,Jeremy Webb,CB,4,7
Kansas,Duece Mayberry,CB,2,7
Kansas,Jacobee Bryant,CB,1,7
Kansas,RaMello Dotson,CB,1,7
Kansas,CamRon Dabney,CB,1,6
Kansas,DeVonte Wilson,CB,1,6
Kansas,Donovan Gaines,CB,1,6
Kansas,Zion DeBose,DL,4,7
Kansas,Sam Burt,DL,4,7
Kansas,Eddie Wilson,DL,4,7
Kansas,Caleb Sampson,DL,4,7
Kansas,Ronald McGee,DL,4,7
Kansas,Kyron Johnson,DL,4,7
Kansas,Malcolm Lee,DL,4,7
Kansas,Jelani Arnold,DL,4,7
Kansas,Kenean Caldwell,DL,2,7
Kansas,Steven Parker,DL,2,7
Kansas,Caleb Taylor,DL,1,6
Kansas,DMarion Alexander,DL,1,6
Kansas,Reis Vernon,K,2,7
Kansas,Jacob Borcila,K,2,7
Kansas,Jay Dineen,LB,4,7
Kansas,Nate Betts,LB,4,7
Kansas,Gavin Potter,LB,3,7
Kansas,Rich Miller,LB,3,7
Kansas,Nick Channel,LB,3,7
Kansas,Taiwan Berryhill,LB,2,7
Kansas,Cornell Wheeler,LB,1,7
Kansas,Alonso Person,LB,1,6
Kansas,Trey Staley,LB,1,6
Kansas,Krishawn Brown,LB,1,6
Kansas,Earl Bostick,OL,4,7
Kansas,Adagio Lopeti,OL,4,7
Kansas,Malik Clark,OL,4,7
Kansas,Chris Hughes,OL,4,7
Kansas,Colin Grunhard,OL,3,7
Kansas,Mike Novitsky,OL,3,7
Kansas,Jack Werner,OL,2,6
Kansas,Armaj Reed-Adams,OL,2,6
Kansas,Bryce Cabeldue,OL,1,6
Kansas,Michael Ford,OL,1,6
Kansas,Corey Robinson,OL,1,6
Kansas,DeKedrick Sterns,OL,1,6
Kansas,Miles Kendrick,QB,4,6
Kansas,Jason Bean,QB,3,7
Kansas,Jalon Daniels,QB,2,7
Kansas,Ben Easters,QB,1,6
Kansas,Conrad Hawley,QB,1,6
Kansas,Ben Miles,RB,4,6
Kansas,Daniel Hishaw,RB,2,7
Kansas,Torry Locklin,RB,2,7
Kansas,Devin Neal,RB,1,7
Kansas,Amauri Pesek-Hickson,RB,1,6
Kansas,Ricky Thomas,S,4,7
Kansas,Kenny Logan,S,3,7
Kansas,OJ Burroughs,S,1,6
Kansas,Jayson Gilliom,S,1,6
Kansas,Edwin White-Schultz,S,1,6
Kansas,Johnquai Lewis,S,1,6
Kansas,Mason Fairchild,TE,3,7
Kansas,Trevor Kardell,TE,1,7
Kansas,Will Huggins,TE,1,7
Kansas,Kwamie Lassiter,WR,4,7
Kansas,Steven McBride,WR,2,7
Kansas,Trevor Wilson,WR,2,7
Kansas,Luke Grimm,WR,2,7
Kansas,Tristan Golightly,WR,2,6
Kansas,Lawrence Arnold,WR,1,7
Kansas,Majik Rector,WR,1,6
Kansas State,Justin Gardner,CB,4,7
Kansas State,Reggie Stubblefield,CB,4,7
Kansas State,Ekow Boye-Doe,CB,3,7
Kansas State,Julius Brents,CB,3,7
Kansas State,Tee Denson,CB,2,7
Kansas State,Darell Jones,CB,1,6
Kansas State,Omar Daniels,CB,1,6
Kansas State,Timmy Horne,DL,4,7
Kansas State,Eli Huggins,DL,4,7
Kansas State,Bronson Massie,DL,4,7
Kansas State,Robert Hentz,DL,3,7
Kansas State,Kirmari Gainous,DL,3,7
Kansas State,Khalid Duke,DL,3,7
Kansas State,Spencer Trussell,DL,3,7
Kansas State,Cartez Crook-Jones,DL,3,7
Kansas State,Tyrone Taleni,DL,3,6
Kansas State,Felix A-Uzomah,DL,2,7
Kansas State,Jaylen Pickle,DL,2,7
Kansas State,Nate Matlack,DL,1,7
Kansas State,Brayden Wood,DL,1,6
Kansas State,Ty Zentner,K,4,7
Kansas State,Jack Blumer,K,3,7
Kansas State,Cody Fletcher,LB,4,7
Kansas State,Ryan Henington,LB,4,7
Kansas State,Eric Munoz,LB,4,7
Kansas State,Wayne Jones,LB,3,7
Kansas State,Daniel Green,LB,3,7
Kansas State,Nick Allen,LB,3,6
Kansas State,Austin Moore,LB,2,7
Kansas State,Davonte Pritchard,LB,1,7
Kansas State,Krew Jackson,LB,1,6
Kansas State,Noah Johnson,OL,4,7
Kansas State,Ben Adler,OL,4,7
Kansas State,Dawson Delforge,OL,4,7
Kansas State,Logan Long,OL,4,7
Kansas State,Josh Rivas,OL,4,7
Kansas State,KT Leveston,OL,3,7
Kansas State,Hayden Gillum,OL,3,7
Kansas State,Christian Duffie,OL,3,7
Kansas State,Cooper Beebe,OL,2,7
Kansas State,Hadley Panzer,OL,1,7
Kansas State,Carver Willis,OL,1,6
Kansas State,Witt Mitchum,OL,1,6
Kansas State,Andrew Leingang,OL,1,6
Kansas State,Skylar Thompson,QB,4,7
Kansas State,Jaren Lewis,QB,2,7
Kansas State,Will Howard,QB,2,8
Kansas State,Jake Rubley,QB,1,7
Kansas State,Jax Dineen,RB,3,7
Kansas State,Joe Ervin,RB,2,7
Kansas State,Deuce Vaughn,RB,2,7
Kansas State,Jacardia Wright,RB,2,6
Kansas State,Devrin Weathers,RB,1,6
Kansas State,Ross Elder,S,4,7
Kansas State,Russ Yeast,S,4,7
Kansas State,Jahron McPherson,S,4,7
Kansas State,Hunter Henry,S,2,7
Kansas State,TJ Smith,S,1,7
Kansas State,Marvin Martin,S,1,6
Kansas State,Nick Lenners,TE,4,7
Kansas State,Daniel Imatorbhebhe,TE,4,7
Kansas State,Sammy Wheeler,TE,3,7
Kansas State,Chabastin Taylor,WR,4,7
Kansas State,Landry Weber,WR,4,7
Kansas State,Malik Knowles,WR,3,7
Kansas State,Phillip Brooks,WR,3,7
Kansas State,Kade Warner,WR,3,6
Kansas State,Keenan Garber,WR,2,7
Kansas State,RJ Garcia,WR,1,6
Kent State,Elvis Hines,CB,4,6
Kent State,Heskin Smith,CB,4,5
Kent State,Montre Miller,CB,3,6
Kent State,Capone Blue,CB,3,5
Kent State,Mario Nunez,CB,2,5
Kent State,Zayin West,DL,4,6
Kent State,Sekou Diaby,DL,4,6
Kent State,Asher Frow,DL,4,5
Kent State,Jabbar Price,DL,4,5
Kent State,Antoine Cook,DL,4,5
Kent State,Adin Huntington,DL,2,5
Kent State,Mason Isaac,DL,2,5
Kent State,CJ West,DL,2,5
Kent State,Macyo Williams,DL,1,5
Kent State,Andrew Glass,K,1,5
Kent State,Josh Smith,K,1,5
Kent State,Mandela LawrenceBurke,LB,4,6
Kent State,Kesean Gamble,LB,4,6
Kent State,Juan Wallace,LB,4,6
Kent State,Khalib Johns,LB,4,5
Kent State,Marvin Pierre,LB,4,5
Kent State,AJ Musolino,LB,4,5
Kent State,Matt Harmon,LB,3,6
Kent State,Brandon Coleman,LB,2,6
Kent State,Leon Williams,LB,2,5
Kent State,Michael West,LB,2,5
Kent State,Shane Slattery,LB,1,5
Kent State,Bill Kuduk,OL,4,7
Kent State,Adam Gregoire,OL,4,6
Kent State,Nathan Monnin,OL,4,6
Kent State,Jack Clement,OL,4,6
Kent State,Sam Allan,OL,4,5
Kent State,Daniel Johnson,OL,3,6
Kent State,Eijah Ratliff,OL,3,6
Kent State,Zach Whaley,OL,3,5
Kent State,Marcellus Marshall,OL,2,5
Kent State,Elijah Lamptey,OL,2,5
Kent State,Savion Washington,OL,2,5
Kent State,Thor Kracht,OL,2,5
Kent State,Jack Bailey,OL,2,5
Kent State,Dustin Crum,QB,4,7
Kent State,Collin Schlee,QB,2,6
Kent State,Griffin Brewster,QB,2,5
Kent State,Ian Kipp,QB,1,5
Kent State,Xavier Williams,RB,3,6
Kent State,Daniel Bangura,RB,3,5
Kent State,Marquez Cooper,RB,2,7
Kent State,Bryan Bradford,RB,2,6
Kent State,Joachim Bangda,RB,2,5
Kent State,Antwaine Richardson,S,4,6
Kent State,Nico Bolden,S,4,6
Kent State,Richie Carpenter,S,4,6
Kent State,CJ Holmes,S,4,6
Kent State,Keith Sherald,S,4,6
Kent State,Dean Clark,S,3,6
Kent State,Aaron Hackett,TE,4,6
Kent State,Adam Dulka,TE,4,6
Kent State,Keenan Orr,TE,4,6
Kent State,Kris Leach,TE,4,6
Kent State,Mark Williams,TE,3,5
Kent State,Raymond James,WR,4,6
Kent State,Keshunn Abram,WR,4,6
Kent State,Nykeim Johnson,WR,4,6
Kent State,Isaac Vance,WR,4,5
Kent State,JaShaun Poke,WR,3,6
Kent State,Dante Cephas,WR,2,7
Kent State,Luke Floriea,WR,2,6
Kent State,Devontrez Walker,WR,1,5
Kent State,Marcus Harris,WR,1,5
Kentucky,Quandre Mosely,CB,4,7
Kentucky,Davonte Robinson,CB,4,7
Kentucky,Cedrick Dort,CB,4,7
Kentucky,Carrington Valentine,CB,2,8
Kentucky,Andru Phillips,CB,1,7
Kentucky,Adrian Huey,CB,1,7
Kentucky,Jordan Lovett,CB,1,7
Kentucky,Marquan McCall,DL,4,8
Kentucky,Josh Paschal,DL,4,8
Kentucky,Abule A-Fitzgerald,DL,4,7
Kentucky,Josaih Hayes,DL,2,7
Kentucky,Isaiah Gibson,DL,2,7
Kentucky,Justin Rogers,DL,2,7
Kentucky,TreVonn Rybka,DL,1,7
Kentucky,Octavious Oxendine,DL,1,7
Kentucky,Sam Anaele,DL,1,7
Kentucky,Kahil Saunders,DL,1,6
Kentucky,Matt Ruffolo,K,4,7
Kentucky,Wilson Berry,K,1,7
Kentucky,DeAndre Square,LB,4,8
Kentucky,Jacquez Jones,LB,4,7
Kentucky,Marquez Bembry,LB,4,7
Kentucky,Jordan Wright,LB,4,7
Kentucky,Justice Dingle,LB,3,7
Kentucky,KD McDaniel,LB,2,7
Kentucky,JJ Weaver,LB,2,7
Kentucky,Jared Casey,LB,2,7
Kentucky,Trevin Wallace,LB,1,7
Kentucky,Martez Thrower,LB,1,7
Kentucky,Darian Kinnard,OL,4,8
Kentucky,Luke Fortner,OL,4,8
Kentucky,Austin Dotson,OL,4,7
Kentucky,Quintin Wilson,OL,3,7
Kentucky,Kenneth Horsey,OL,3,7
Kentucky,Dare Rosenthal,OL,3,7
Kentucky,Eli Cox,OL,2,8
Kentucky,Jeremy Flax,OL,2,7
Kentucky,John Young,OL,1,7
Kentucky,Jager Burton,OL,1,7
Kentucky,Deondre Buford,OL,1,7
Kentucky,Will Levis,QB,3,7
Kentucky,Nik Scalzo,QB,2,7
Kentucky,Beau Allen,QB,2,7
Kentucky,Kaiya Sheron,QB,1,6
Kentucky,Kavosiey Smoke,RB,3,8
Kentucky,Chris Rodriguez,RB,3,8
Kentucky,JuTahn McClain,RB,2,7
Kentucky,Travis Tisdale,RB,2,7
Kentucky,Yusuf Corker,S,4,8
Kentucky,Tyrell Ajian,S,4,7
Kentucky,Moses Douglass,S,2,7
Kentucky,Vito Tisdale,S,2,7
Kentucky,Taj Dodson,S,2,7
Kentucky,Joel Williams,S,2,7
Kentucky,Jalen Geiger,S,2,6
Kentucky,Justin Rigg,TE,4,8
Kentucky,Keaton Upshaw,TE,3,7
Kentucky,Brenden Bates,TE,3,7
Kentucky,Izayah Cummings,TE,2,6
Kentucky,Josh Ali,WR,4,8
Kentucky,Isaiah Epps,WR,4,7
Kentucky,WanDale Robinson,WR,3,8
